accession	taxid	description	kingdom	phylum	class	domain	contig
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000052l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000053l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000055l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000056l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000057l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000059l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000061l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000063l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000066l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000068l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000069l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000070l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000071l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000072l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000076l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000077l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000078l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000079l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000080l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000082l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000083l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000087l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000088l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000090l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000091l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000092l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000093l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000094l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000096l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000098l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000099l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000100l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000101l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000104l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000106l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000107l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000108l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000110l
EU123949.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 9 (nad9) and ribosomal protein S10 (rps10) genes, complete cds; tRNA-Leu (trnL(uag)) gene, complete sequence; ATP synthase F0 subunit 6 (atp6) gene, complete cds; tRNA-Gly (trnG(ucc)), tRNA-His (trnH(gug)), and tRNA-Glu (trnE(uuc)) genes, complete sequence; and ribosomal protein L5 (rpl5), ribosomal protein L10 (rpl10), and ribosomal protein S19 (rps19) genes, complete cds; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000115l
