,T. sp. A48,T. SL0000003,descriptions
IPR000534,2,2,"Semialdehyde dehydrogenase, NAD-binding"
IPR000706,1,1,"N-acetyl-gamma-glutamyl-phosphate reductase, type 1"
IPR012280,2,2,"Semialdehyde dehydrogenase, dimerisation domain"
IPR023013,1,1,"N-acetyl-gamma-glutamyl-phosphate reductase, active site"
IPR003323,12,6,OTU domain
IPR044222,1,1,Aquaporin SIP1-1/2-like
IPR004881,1,0,Ribosome biogenesis GTPase RsgA
IPR010914,1,0,RsgA GTPase domain
IPR021863,1,0,"Fatty acid desaturase, N-terminal"
IPR000781,1,0,Enhancer of rudimentary
IPR035912,1,0,Enhancer of rudimentary superfamily
IPR005522,1,0,Inositol polyphosphate kinase
IPR038286,1,0,Inositol polyphosphate kinase superfamily
IPR016439,2,2,Sphingosine N-acyltransferase Lag1/Lac1-like
IPR013830,10,6,SGNH hydrolase-type esterase domain
IPR006602,2,2,DM10 domain
IPR011410,1,1,Nucleoside diphosphate kinase 7
IPR037993,1,1,"NDPK7, second NDPk domain"
IPR039586,1,0,Cilia- and flagella-associated protein 46
IPR001544,6,3,Aminotransferase class IV
IPR036038,6,3,"Aminotransferase-like, PLP-dependent enzymes"
IPR043131,5,3,"Branched-chain-amino-acid aminotransferase-like, N-terminal"
IPR043132,6,3,"Branched-chain-amino-acid aminotransferase-like, C-terminal"
IPR020556,7,3,"Amidase, conserved site"
IPR024372,2,0,Proteasome component Ecm29
IPR000537,7,4,UbiA prenyltransferase family
IPR044502,2,0,Homogentisate solanesyltransferase AtHST-like
IPR044878,5,4,UbiA prenyltransferase superfamily
IPR018999,1,0,"RNA helicase UPF1, Cys/His rich zinc-binding domain"
IPR040812,1,0,"RNA helicase UPF1, 1B domain"
IPR001662,1,0,"Elongation factor 1B gamma, C-terminal"
IPR036433,1,0,"Elongation factor EF1B gamma, C-terminal domain superfamily"
IPR044628,1,0,"Elongation factor 1-gamma, plant"
IPR040003,1,0,Plastoglobular protein 18-like
IPR033809,1,0,USP39
IPR003672,2,1,CobN/magnesium chelatase
IPR022571,2,1,"Magnesium chelatase, subunit H, N-terminal"
IPR011042,11,8,"Six-bladed beta-propeller, TolB-like"
IPR002293,6,2,Amino acid/polyamine transporter I
IPR004456,1,1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
IPR006124,1,1,Metalloenzyme
IPR017850,2,3,"Alkaline-phosphatase-like, core domain superfamily"
IPR013922,1,0,Cyclin PHO80-like
IPR039749,1,1,NEDD8 ultimate buster 1
IPR006108,2,2,"3-hydroxyacyl-CoA dehydrogenase, C-terminal"
IPR006176,2,2,"3-hydroxyacyl-CoA dehydrogenase, NAD binding"
IPR006180,2,2,"3-hydroxyacyl-CoA dehydrogenase, conserved site"
IPR022694,1,0,3-hydroxyacyl-CoA dehydrogenase
IPR013761,15,10,Sterile alpha motif/pointed domain superfamily
IPR015275,1,1,"Actin-fragmin kinase, catalytic domain"
IPR035010,1,1,Dual specificity protein phosphatase PHS1
IPR036940,11,10,"Phosphatidylinositol 3-/4-kinase, catalytic domain superfamily"
IPR001377,1,1,Ribosomal protein S6e
IPR014401,1,1,"Ribosomal protein S6, eukaryotic"
IPR018282,1,1,"Ribosomal protein S6/S6e/A/B/2, conserved site"
IPR001372,2,2,"Dynein light chain, type 1/2"
IPR037177,2,2,Dynein light chain superfamily
IPR001250,1,1,"Mannose-6-phosphate isomerase, type I"
IPR016305,1,1,Mannose-6-phosphate isomerase
IPR018050,1,1,"Phosphomannose isomerase, type I, conserved site"
IPR034616,1,0,
IPR027434,2,1,Homing endonuclease
IPR005491,2,1,ENT domain
IPR013945,1,0,V-type ATPase assembly factor Pkr1
IPR004506,2,2,tRNA-specific 2-thiouridylase
IPR011948,2,2,"Dullard phosphatase domain, eukaryotic"
IPR008963,13,7,"Purple acid phosphatase-like, N-terminal"
IPR015914,13,7,"Purple acid phosphatase, N-terminal"
IPR025733,12,8,Iron/zinc purple acid phosphatase-like C-terminal domain
IPR039331,8,4,Purple acid phosphatase-like
IPR041792,12,8,"Purple acid phosphatase, metallophosphatase domain"
IPR019142,1,0,Dymeclin
IPR013899,3,2,Domain of unknown function DUF1771
IPR033585,1,1,Coiled-coil domain-containing protein 153
IPR042815,1,0,Dynein regulatory complex protein 10
IPR007919,2,1,Uncharacterised protein family UPF0220
IPR034150,1,0,"SF3B6, RNA recognition motif"
IPR044525,2,1,Digalactosyldiacylglycerol synthase 1/2
IPR007265,1,0,"Conserved oligomeric Golgi complex, subunit 3"
IPR000730,2,0,"Proliferating cell nuclear antigen, PCNA"
IPR022648,2,0,"Proliferating cell nuclear antigen, PCNA, N-terminal"
IPR022649,2,0,"Proliferating cell nuclear antigen, PCNA, C-terminal"
IPR022659,1,0,"Proliferating cell nuclear antigen, PCNA, conserved site"
IPR044999,4,2,Protein CbbY-like
IPR009078,20,14,Ferritin-like superfamily
IPR002934,6,2,"Polymerase, nucleotidyl transferase domain"
IPR007010,1,0,"Poly(A) polymerase, RNA-binding domain"
IPR007012,1,0,"Poly(A) polymerase, central domain"
IPR011068,1,0,"Nucleotidyltransferase, class I-like, C-terminal"
IPR014492,1,0,Poly(A) polymerase
IPR000722,4,3,"RNA polymerase, alpha subunit"
IPR006592,4,3,"RNA polymerase, N-terminal"
IPR007066,4,3,"RNA polymerase Rpb1, domain 3"
IPR007080,3,2,"RNA polymerase Rpb1, domain 1"
IPR007081,4,3,"RNA polymerase Rpb1, domain 5"
IPR007083,4,3,"RNA polymerase Rpb1, domain 4"
IPR015699,1,1,"DNA-directed RNA pol I, largest subunit, N-terminal domain"
IPR038120,4,3,"RNA polymerase Rpb1, funnel domain superfamily"
IPR042102,4,3,"RNA polymerase Rpb1, domain 3 superfamily"
IPR044893,3,3,"RNA polymerase Rpb1, clamp domain superfamily"
IPR031615,2,2,MYND-like zinc finger
IPR001348,1,1,ATP phosphoribosyltransferase HisG
IPR013115,1,1,"Histidine biosynthesis HisG, C-terminal"
IPR013820,1,1,"ATP phosphoribosyltransferase, catalytic domain"
IPR018198,1,1,"ATP phosphoribosyltransferase, conserved site"
IPR024395,5,4,CLASP N-terminal domain
IPR030392,1,1,Intramolecular chaperone auto-processing domain
IPR001648,1,1,Ribosomal protein S18
IPR036870,1,1,Ribosomal protein S18 superfamily
IPR038929,2,1,Coiled-coil domain-containing protein 13
IPR003111,7,6,"Lon protease, N-terminal domain"
IPR043186,4,3,Rhodanese-like domain-containing protein 14
IPR000326,10,7,Phosphatidic acid phosphatase type 2/haloperoxidase
IPR036938,10,8,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily
IPR000196,1,1,Ribosomal protein L19/L19e
IPR015972,1,1,"Ribosomal protein L19/L19e, domain 1"
IPR023638,1,1,Ribosomal protein L19/L19e conserved site
IPR033935,1,1,"Ribosomal protein L19, eukaryotic"
IPR035970,1,1,Ribosomal protein L19/L19e superfamily
IPR039547,1,1,60S ribosomal protein L19
IPR035298,1,1,26S Proteasome non-ATPase regulatory subunit 13
IPR002675,1,1,Ribosomal protein L38e
IPR038464,1,1,Ribosomal protein L38e superfamily
IPR021419,2,0,"Mediator of RNA polymerase II transcription subunit 25, von Willebrand factor type A domain"
IPR045105,4,1,Med25/PTOV1
IPR015168,1,1,SsuA/THI5-like
IPR027939,1,1,NMT1/THI5 family
IPR038052,2,2,Chaperonin-like RbcX superfamily
IPR008166,2,2,Glycosyltransferase family 92
IPR006823,2,1,Neutral/alkaline nonlysosomal ceramidase
IPR031329,2,1,"Neutral/alkaline non-lysosomal ceramidase, N-terminal"
IPR031331,2,1,"Neutral/alkaline non-lysosomal ceramidase, C-terminal"
IPR038445,2,1,"Neutral ceramidase, C-terminal domain superfamily"
IPR019514,3,2,"Syndetin, C-terminal"
IPR019515,4,2,"Vacuolar protein sorting-associated protein 54, N-terminal"
IPR040047,3,2,Syndetin
IPR008805,1,1,RIB43A
IPR026069,1,0,Fuzzy protein
IPR043972,3,1,"FUZ/MON1/HPS1, first Longin domain"
IPR008906,9,0,"HAT, C-terminal dimerisation domain"
IPR010198,1,1,"1,4-Dihydroxy-2-naphthoyl-CoA synthase, MenB"
IPR014748,4,3,"Enoyl-CoA hydratase, C-terminal"
IPR026314,3,1,YLP motif-containing protein 1
IPR005720,3,2,Dihydroorotate dehydrogenase domain
IPR044512,3,1,
IPR012135,1,0,"Dihydroorotate dehydrogenase, class 1/ 2"
IPR005069,7,8,Nucleotide-diphospho-sugar transferase
IPR044290,2,2,Arabinosyltransferase RRA1/2/3
IPR012588,1,0,"Exosome-associated factor Rrp6, N-terminal"
IPR032378,1,1,"ZC3H15/TMA46 family, C-terminal"
IPR000408,14,11,"Regulator of chromosome condensation, RCC1"
IPR009091,14,11,Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
IPR028641,2,1,Protein RCC2
IPR002060,4,4,Squalene/phytoene synthase
IPR015211,1,1,"Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal"
IPR034015,1,1,"Aminopeptidase, leukotriene A4 hydrolase-like"
IPR038502,1,1,"Peptidase M1, LTA-4 hydrolase/aminopeptidase, C-terminal domain superfamily"
IPR010547,1,1,Plant specific mitochondrial import receptor subunit TOM20
IPR021139,1,0,NYN domain
IPR025333,1,1,Protein of unknown function DUF4239
IPR006593,7,4,Cytochrome b561/ferric reductase transmembrane
IPR001261,1,0,"ArgE/DapE/ACY1/CPG2/YscS, conserved site"
IPR036264,9,5,Bacterial exopeptidase dimerisation domain
IPR038789,1,0,Protein LOW PSII ACCUMULATION 2 like
IPR039143,3,1,Glucosamine 6-phosphate N-acetyltransferase
IPR005996,1,0,"Ribosomal protein L30, bacterial-type"
IPR016082,2,1,"Ribosomal protein L30, ferredoxin-like fold domain"
IPR036919,2,1,"Ribosomal protein L30, ferredoxin-like fold domain superfamily"
IPR021832,1,1,Ankyrin repeat domain-containing protein 13
IPR006939,1,0,SNF5/SMARCB1/INI1
IPR012947,5,5,"Threonyl/alanyl tRNA synthetase, SAD"
IPR018163,5,6,"Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain superfamily"
IPR018164,3,3,"Alanyl-tRNA synthetase, class IIc, N-terminal"
IPR018165,3,4,"Alanyl-tRNA synthetase, class IIc, core domain"
IPR000756,3,3,"Diacylglycerol kinase, accessory domain"
IPR037607,3,3,Diacylglycerol kinase
IPR007138,4,3,Antibiotic biosynthesis monooxygenase domain
IPR005227,1,0,Putative pre-16S rRNA nuclease
IPR006641,1,0,YqgF/RNase H-like domain
IPR037027,2,1,YqgF/RNase H-like domain superfamily
IPR000357,9,5,HEAT repeat
IPR033337,1,1,MT-associated protein TORTIFOLIA1/SPIRAL2-like
IPR006615,2,1,"Peptidase C19, ubiquitin-specific peptidase, DUSP domain"
IPR035927,2,0,DUSP-like superfamily
IPR004165,1,1,Coenzyme A transferase family I
IPR014388,1,1,3-oxoacid CoA-transferase
IPR037171,10,8,NagB/RpiA transferase-like
IPR020847,3,2,"AP endonuclease 1, binding site"
IPR029147,1,1,Cilia- and flagella-associated protein 77
IPR010033,1,0,"HAD-superfamily phosphatase, subfamily IIIC"
IPR010036,1,0,"Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type"
IPR003349,6,4,JmjN domain
IPR004198,3,2,"Zinc finger, C5HC2-type"
IPR001425,3,2,Archaeal/bacterial/fungal rhodopsins
IPR001660,8,5,Sterile alpha motif domain
IPR002365,1,1,"Terpene synthase, conserved site"
IPR018333,1,2,Squalene cyclase
IPR032696,1,1,"Squalene cyclase, C-terminal"
IPR032697,1,1,"Squalene cyclase, N-terminal"
IPR011205,1,2,"Uncharacterised conserved protein UCP015417, vWA"
IPR026854,5,2,"Vacuolar protein sorting-associated protein 13-like, N-terminal domain"
IPR031642,3,2,"VPS13, middle RBG modules"
IPR031645,2,3,"Vacuolar protein sorting-associated protein 13, DH-like domain"
IPR002549,2,2,Transmembrane protein TqsA-like
IPR026635,1,1,Protein-lysine N-methyltransferase Efm4/METTL10
IPR005574,2,2,RNA polymerase subunit Rpb4/RPC9
IPR006590,2,1,"RNA polymerase Rpb4/RPC9, core"
IPR038324,2,2,Rpb4/RPC9 superfamily
IPR000551,1,0,MerR-type HTH domain
IPR018611,1,1,E3 UFM1-protein ligase 1
IPR006700,3,2,Ribosomal RNA small subunit methyltransferase E
IPR001714,4,5,"Peptidase M24, methionine aminopeptidase"
IPR002467,2,2,"Peptidase M24A, methionine aminopeptidase, subfamily 1"
IPR003018,6,5,GAF domain
IPR005959,1,1,Fumarylacetoacetase
IPR011234,2,2,"Fumarylacetoacetase-like, C-terminal"
IPR015377,1,0,"Fumarylacetoacetase, N-terminal"
IPR029016,12,9,GAF-like domain superfamily
IPR036462,1,0,"Fumarylacetoacetase, N-terminal domain superfamily"
IPR036663,2,2,"Fumarylacetoacetase-like, C-terminal domain superfamily"
IPR000058,2,1,"Zinc finger, AN1-type"
IPR035896,2,1,AN1-like Zinc finger
IPR024111,2,2,PEX5/PEX5L
IPR038336,3,3,NET domain superfamily
IPR030379,8,4,Septin-type guanine nucleotide-binding (G) domain
IPR026571,1,1,Transmembrane protein 186
IPR001865,1,1,Ribosomal protein S2
IPR005707,1,1,"Ribosomal protein S2, eukaryotic/archaeal"
IPR018130,1,1,"Ribosomal protein S2, conserved site"
IPR023591,1,1,"Ribosomal protein S2, flavodoxin-like domain superfamily"
IPR027498,1,1,"Ribosomal protein S2, eukaryotic"
IPR002777,4,4,Prefoldin beta-like
IPR009053,7,6,Prefoldin
IPR044980,1,0,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, plant/fungi"
IPR000943,3,3,RNA polymerase sigma-70
IPR007624,3,3,RNA polymerase sigma-70 region 3
IPR007627,4,4,RNA polymerase sigma-70 region 2
IPR007630,3,3,RNA polymerase sigma-70 region 4
IPR013324,5,4,"RNA polymerase sigma factor, region 3/4-like"
IPR013325,5,5,"RNA polymerase sigma factor, region 2"
IPR014284,5,4,RNA polymerase sigma-70 like domain
IPR044690,3,2,"Calcium sensing receptor, plant"
IPR000577,2,2,"Carbohydrate kinase, FGGY"
IPR006000,1,1,Xylulokinase
IPR018483,2,2,"Carbohydrate kinase, FGGY, conserved site"
IPR018484,2,2,"Carbohydrate kinase, FGGY, N-terminal"
IPR018485,5,3,"Carbohydrate kinase, FGGY, C-terminal"
IPR001131,1,1,"Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site"
IPR003480,3,3,
IPR004181,2,1,"Zinc finger, MIZ-type"
IPR007128,2,0,Nuclear MIS12/MIND complex subunit PMF1/Nnf1
IPR005937,5,5,26S proteasome regulatory subunit P45-like
IPR032501,5,5,Proteasomal ATPase OB C-terminal domain
IPR004589,11,1,"DNA helicase, ATP-dependent, RecQ type"
IPR032284,11,1,"ATP-dependent DNA helicase RecQ, zinc-binding domain"
IPR027353,2,2,NET domain
IPR036867,9,6,R3H domain superfamily
IPR005062,4,2,"SAC3/GANP/THP3, conserved domain"
IPR045107,4,2,SAC3/GANP/THP3
IPR005654,5,4,"ATPase, AFG1-like"
IPR002575,4,3,Aminoglycoside phosphotransferase
IPR002125,8,3,Cytidine and deoxycytidylate deaminase domain
IPR015517,1,0,Deoxycytidylate deaminase-related
IPR016192,3,1,"APOBEC/CMP deaminase, zinc-binding"
IPR016193,10,5,Cytidine deaminase-like
IPR035105,1,0,Deoxycytidylate deaminase domain
IPR002547,6,5,tRNA-binding domain
IPR004328,7,4,BRO1 domain
IPR038499,7,4,BRO1 domain superfamily
IPR038898,4,2,BRO1 domain-containing protein BROX
IPR021998,2,1,"Alfin, N-terminal"
IPR045104,2,1,Alfin
IPR001697,7,6,Pyruvate kinase
IPR007991,1,1,RNA polymerase I specific transcription initiation factor RRN3
IPR015793,7,6,"Pyruvate kinase, barrel"
IPR015795,6,6,"Pyruvate kinase, C-terminal"
IPR015806,6,6,"Pyruvate kinase, insert domain superfamily"
IPR015813,12,11,Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily
IPR018209,2,3,"Pyruvate kinase, active site"
IPR036918,6,6,"Pyruvate kinase, C-terminal domain superfamily"
IPR040442,10,9,Pyruvate kinase-like domain superfamily
IPR002173,5,5,"Carbohydrate/purine kinase, PfkB, conserved site"
IPR006973,1,1,Pre-mRNA-splicing factor Cwf15/Cwc15
IPR002812,1,1,3-dehydroquinate synthase
IPR004625,1,1,Pyridoxine kinase
IPR013749,3,2,Pyridoxamine kinase/Phosphomethylpyrimidine kinase
IPR000241,3,2,"Ribosomal RNA large subunit methyltransferase K/L-like, FLD domain"
IPR002052,9,7,"DNA methylase, N-6 adenine-specific, conserved site"
IPR016691,1,0,"tRNA guanosine-2'-O-methyltransferase, TRM11"
IPR004551,2,2,Diphthine synthase
IPR005480,1,1,"Carbamoyl-phosphate synthetase, large subunit oligomerisation domain"
IPR005483,1,1,"Carbamoyl-phosphate synthase large subunit, CPSase domain"
IPR006275,1,1,"Carbamoyl-phosphate synthase, large subunit"
IPR011607,2,2,Methylglyoxal synthase-like domain
IPR013815,10,10,"ATP-grasp fold, subdomain 1"
IPR033937,1,1,"Carbamoyl-phosphate synthase large chain, methylglyoxal synthase-like domain"
IPR036897,1,1,"Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily"
IPR036914,2,2,Methylglyoxal synthase-like domain superfamily
IPR001014,1,1,"Ribosomal protein L23/L25, conserved site"
IPR005633,1,1,"Ribosomal protein L23/L25, N-terminal"
IPR013025,2,2,Ribosomal protein L25/L23
IPR019985,1,1,Ribosomal protein L23
IPR006502,2,2,Protein of unknown function PDDEXK-like
IPR041787,1,1,"Shewanella-like phosphatase, metallophosphatase domain"
IPR006544,10,3,"P-type ATPase, subfamily V"
IPR009080,16,11,"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding"
IPR015803,4,2,Cysteine-tRNA ligase
IPR024909,4,2,Cysteinyl-tRNA synthetase/mycothiol ligase
IPR032678,4,2,"tRNA synthetases class I, catalytic domain"
IPR001216,6,6,"Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site"
IPR001926,12,11,"Tryptophan synthase beta chain-like, PALP domain"
IPR005856,4,4,Cysteine synthase
IPR005859,3,3,Cysteine synthase CysK
IPR036052,12,11,"Tryptophan synthase beta chain-like, PALP domain superfamily"
IPR007482,2,1,"Protein-tyrosine phosphatase-like, PTPLA"
IPR007715,2,1,Ubiquinone biosynthesis protein Coq4
IPR027540,2,1,"Ubiquinone biosynthesis protein Coq4, eukaryotic"
IPR034099,1,1,Small nuclear ribonucleoprotein Sm D3
IPR000704,1,1,"Casein kinase II, regulatory subunit"
IPR016149,1,1,"Casein kinase II, regulatory subunit, N-terminal"
IPR035991,1,1,Casein kinase II subunit beta-like
IPR013650,2,2,"ATP-grasp fold, succinyl-CoA synthetase-type"
IPR016102,5,4,Succinyl-CoA synthetase-like
IPR032263,1,1,"ATP-citrate synthase, citrate-binding domain"
IPR029030,2,2,Caspase-like domain superfamily
IPR007832,1,1,RNA polymerase Rpc34
IPR016049,1,1,RNA polymerase Rpc34-like
IPR044773,1,1,"DDX18/Has1, DEAD-box helicase domain"
IPR008047,1,1,Mini-chromosome maintenance complex protein 4
IPR004710,4,3,Bile acid:sodium symporter
IPR021883,2,2,Protein LOW PSII ACCUMULATION 1-like
IPR002192,4,4,"Pyruvate phosphate dikinase, AMP/ATP-binding"
IPR006297,2,3,Elongation factor 4
IPR013842,2,2,"GTP-binding protein LepA, C-terminal"
IPR027518,1,1,"Translation factor GUF1 homologue, organellar chromatophore"
IPR035654,2,2,"Elongation factor 4, domain IV"
IPR038363,2,2,"LepA, C-terminal domain superfamily"
IPR001921,1,1,Ribosomal protein L7A/L8
IPR004601,2,2,UV-endonuclease UvdE
IPR036237,4,5,Xylose isomerase-like superfamily
IPR021838,2,3,Protein of unknown function DUF3431
IPR000415,2,2,Nitroreductase-like
IPR026021,2,2,Putative NAD(P)H nitroreductase YdjA-like
IPR029479,2,2,Nitroreductase
IPR040046,1,0,Protein FAM228
IPR003399,1,1,Mce/MlaD
IPR039342,1,1,Protein TRIGALACTOSYLDIACYLGLYCEROL 2-like
IPR000558,11,8,Histone H2B
IPR007125,39,29,Histone H2A/H2B/H3
IPR028884,1,1,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
IPR006565,1,1,Bromodomain associated domain
IPR019473,1,0,"Transcription factor TFIID, subunit 8, C-terminal"
IPR037818,1,1,Transcription initiation factor TFIID subunit 8
IPR028796,1,0,Tetratricopeptide repeat protein 8
IPR002208,3,3,SecY/SEC61-alpha family
IPR019561,1,1,"Translocon Sec61/SecY, plug domain"
IPR023201,3,3,SecY domain superfamily
IPR003892,4,2,Ubiquitin system component CUE
IPR008479,3,3,Protein of unknown function DUF760
IPR038925,2,2,UV-B-induced protein At3g17800-like
IPR032446,1,0,"S phase cyclin A-associated protein in the endoplasmic reticulum, N-terminal"
IPR004344,11,8,Tubulin-tyrosine ligase/Tubulin polyglutamylase
IPR007268,1,1,Rad9/Ddc1
IPR011576,1,2,"Pyridoxamine 5'-phosphate oxidase, putative"
IPR019576,1,1,"Pyridoxine 5'-phosphate oxidase, dimerisation, C-terminal"
IPR019740,1,1,"Pyridoxamine 5'-phosphate oxidase, conserved site"
IPR020793,2,2,
IPR002204,3,3,"3-hydroxyisobutyrate dehydrogenase-related, conserved site"
IPR011548,1,1,3-hydroxyisobutyrate dehydrogenase
IPR009806,2,1,"Photosystem II PsbW, class 2"
IPR003029,14,12,S1 domain
IPR011488,1,1,"Translation initiation factor 2, alpha subunit"
IPR022967,13,11,"RNA-binding domain, S1"
IPR024054,1,1,"Translation initiation factor 2, alpha subunit, middle domain superfamily"
IPR024055,1,1,"Translation initiation factor 2, alpha subunit, C-terminal"
IPR044126,1,1,"IF2a, S1-like domain"
IPR000836,9,8,Phosphoribosyltransferase domain
IPR005946,2,2,Ribose-phosphate pyrophosphokinase
IPR029057,9,8,Phosphoribosyltransferase-like
IPR029099,2,2,"Ribose-phosphate pyrophosphokinase, N-terminal domain"
IPR037515,1,1,"Ribose-phosphate pyrophosphokinase, bacterial-type"
IPR018369,3,2,"Chaperonin GroES, conserved site"
IPR020818,4,4,GroES chaperonin family
IPR037124,4,4,GroES chaperonin superfamily
IPR004443,1,1,YjeF N-terminal domain
IPR032976,1,1,YjeF N-terminal domain-containing protein NAXE-like
IPR036652,1,1,YjeF N-terminal domain superfamily
IPR004136,1,1,Nitronate monooxygenase
IPR027120,1,0,"Smc2, ATP-binding cassette domain"
IPR008193,2,2,"DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site"
IPR009025,2,2,"DNA-directed RNA polymerase, RBP11-like dimerisation domain"
IPR036603,6,4,"RNA polymerase, RBP11-like subunit"
IPR037685,1,1,RNA polymerase RBP11
