,T. sp. A48,T. SL0000003,descriptions
PF08772,1,1,Nin one binding (NOB1) Zn-ribbon like
PF17146,1,1,PIN domain of ribonuclease
PF07386,2,1,Protein of unknown function (DUF1499)
PF12341,1,1,"Minichromosome loss protein, Mcl1, middle region"
PF19016,1,1,Domain of unknown function (DUF5745)
PF18360,4,4,Heterogeneous nuclear ribonucleoprotein Q acidic domain
PF07823,1,1,Cyclic phosphodiesterase-like protein
PF13563,3,2,2'-5' RNA ligase superfamily
PF07744,3,2,SPOC domain
PF07576,3,1,BRCA1-associated protein 2
PF08147,1,1,DBP10CT (NUC160) domain
PF05893,1,1,Acyl-CoA reductase (LuxC)
PF08148,5,4,DSHCT (NUC185) domain
PF07510,4,1,Protein of unknown function (DUF1524)
PF00806,2,1,Pumilio-family RNA binding repeat
PF01776,1,1,Ribosomal L22e protein family
PF08167,1,1,rRNA processing/ribosome biogenesis
PF14566,1,1,Inositol hexakisphosphate
PF03987,2,0,"Autophagocytosis associated protein, active-site domain"
PF00625,4,3,Guanylate kinase
PF00648,2,1,Calpain family cysteine protease
PF06644,1,1,ATP11 protein
PF01778,2,2,Ribosomal L28e protein family
PF04874,1,1,Mak16 protein C-terminal region
PF10049,1,0,Protein of unknown function (DUF2283)
PF10639,1,0,Putative transmembrane family 234
PF00342,1,1,Phosphoglucose isomerase
PF08311,2,2,Mad3/BUB1 homology region 1
PF02319,4,3,E2F/DP family winged-helix DNA-binding domain
PF16421,2,1,E2F transcription factor CC-MB domain
PF04142,2,2,Nucleotide-sugar transporter
PF17865,1,1,Midasin AAA lid domain
PF01015,1,1,Ribosomal S3Ae family
PF03483,1,1,B3/4 domain
PF03484,1,1,tRNA synthetase B5 domain
PF18262,1,1,Phe-tRNA synthetase beta subunit B1 domain
PF16187,3,2,Middle or third domain of peptidase_M16
PF00565,2,2,Staphylococcal nuclease homologue
PF00685,2,1,Sulfotransferase domain
PF15370,1,0,NOP protein chaperone 1
PF09768,1,1,Peptidase M76 family
PF02362,3,2,B3 DNA binding domain
PF03069,1,1,Acetamidase/Formamidase family
PF13625,1,1,Helicase conserved C-terminal domain
PF05691,1,0,Raffinose synthase or seed imbibition protein Sip1
PF03416,2,1,Peptidase family C54
PF14629,1,1,Origin recognition complex (ORC) subunit 4 C-terminus
PF13913,2,2,zinc-finger of a C2HC-type
PF10382,3,1,Protein of unknown function (DUF2439)
PF14599,2,1,Zinc-ribbon
PF09340,2,1,Histone acetyltransferase subunit NuA4
PF00962,1,1,Adenosine deaminase
PF02862,1,1,DDHD domain
PF03126,2,1,Plus-3 domain
PF02978,3,2,Signal peptide binding domain
PF15477,2,1,Small acidic protein family
PF02953,2,1,Tim10/DDP family zinc finger
PF17863,3,2,AAA lid domain
PF03311,1,1,Cornichon protein
PF10200,1,0,"NADH:ubiquinone oxidoreductase, NDUFS5-15kDa"
PF08154,3,2,NLE (NUC135) domain
PF12333,1,1,Rix1 complex component involved in 60S ribosome maturation
PF01113,1,1,"Dihydrodipicolinate reductase, N-terminus"
PF05173,1,1,"Dihydrodipicolinate reductase, C-terminus"
PF06068,2,2,TIP49 P-loop domain
PF17856,2,2,TIP49 AAA-lid domain
PF04182,1,1,B-block binding subunit of TFIIIC
PF02594,1,1,"Uncharacterised ACR, YggU family COG1872"
PF01512,1,1,Respiratory-chain NADH dehydrogenase 51 Kd subunit
PF10531,1,1,SLBB domain
PF10589,1,1,NADH-ubiquinone oxidoreductase-F iron-sulfur binding region
PF02167,1,1,Cytochrome C1 family
PF11496,1,1,Class II histone deacetylase complex subunits 2 and 3
PF03255,1,1,Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
PF05186,5,5,Dpy-30 motif
PF08617,1,1,Kinase binding protein CGI-121
PF05964,1,1,F/Y-rich N-terminus
PF05965,2,2,F/Y rich C-terminus
PF10197,2,1,N-terminal domain of CBF1 interacting co-repressor CIR
PF12542,1,1,Pre-mRNA splicing factor
PF14374,1,1,60S ribosomal protein L4 C-terminal domain
PF03819,1,1,MazG nucleotide pyrophosphohydrolase domain
PF12643,1,1,MazG-like family
PF07019,1,2,EMC6
PF07779,1,1,10 TM Acyl Transferase domain found in Cas1p
PF02256,1,0,Iron hydrogenase small subunit
PF00316,3,3,"Fructose-1-6-bisphosphatase, N-terminal domain"
PF18913,3,3,"Fructose-1-6-bisphosphatase, C-terminal domain"
PF00478,1,2,IMP dehydrogenase / GMP reductase domain
PF13368,1,1,Topoisomerase C-terminal repeat
PF02005,2,1,"N2,N2-dimethylguanosine tRNA methyltransferase"
PF08338,2,1,Domain of unknown function (DUF1731)
PF13474,1,0,SnoaL-like domain
PF14534,1,0,Domain of unknown function (DUF4440)
PF07766,1,1,"LETM1-like, RBD"
PF11539,1,0,Protein of unknown function (DUF3228)
PF03839,1,1,Translocation protein Sec62
PF00620,5,4,RhoGAP domain
PF12263,2,2,Protein of unknown function (DUF3611)
PF06102,1,1,rRNA biogenesis protein RRP36
PF09766,1,1,Fms-interacting protein/Thoc5
PF04935,1,1,Surfeit locus protein 6
PF15459,1,1,60S ribosome biogenesis protein Rrp14
PF03547,1,1,Membrane transport protein
PF11470,1,1,TUG ubiquitin-like domain
PF07034,1,1,Origin recognition complex (ORC) subunit 3 N-terminus
PF18137,1,1,Origin recognition complex winged helix C-terminal
PF00797,3,2,N-acetyltransferase
PF04144,2,1,SCAMP family
PF11817,1,1,Foie gras liver health family 1
PF02179,2,0,BAG domain
PF01591,1,1,6-phosphofructo-2-kinase
PF08781,1,1,Transcription factor DP
PF02130,1,0,Endoribonuclease YbeY
PF10520,1,1,Lipid desaturase domain
PF10309,1,1,Nuclear cap-binding protein subunit 3
PF04053,2,2,Coatomer WD associated region
PF06957,1,1,Coatomer (COPI) alpha subunit C-terminus
PF14970,2,0,Tubulin epsilon and delta complex protein 1
PF16582,1,1,Middle domain of thiamine pyrophosphate
PF02933,2,1,"Cell division protein 48 (CDC48), domain 2"
PF19274,1,0,PI4-kinase N-terminal region
PF01195,1,1,Peptidyl-tRNA hydrolase
PF16953,1,1,Protein-only RNase P
PF05891,1,0,AdoMet dependent proline di-methyltransferase
PF08854,1,0,Domain of unknown function (DUF1824)
PF04614,1,1,Pex19 protein family
PF02721,1,0,Domain of unknown function DUF223
PF04057,2,2,"Replication factor-A protein 1, N-terminal domain"
PF08646,2,2,Replication factor-A C terminal domain
PF16900,2,2,Replication protein A OB domain
PF03092,1,0,BT1 family
PF00708,2,1,Acylphosphatase
PF14779,1,1,Ciliary BBSome complex subunit 1
PF01946,1,1,Thi4 family
PF09202,1,1,"Rio2, N-terminal"
PF06058,1,0,Dcp1-like decapping family
PF00883,1,1,"Cytosol aminopeptidase family, catalytic domain"
PF02789,1,1,"Cytosol aminopeptidase family, N-terminal domain"
PF03467,1,1,Smg-4/UPF3 family
PF07540,1,1,Nucleolar complex-associated protein
PF04045,1,0,"Arp2/3 complex, 34 kD subunit p34-Arc"
PF03297,1,0,S25 ribosomal protein
PF05470,1,0,Eukaryotic translation initiation factor 3 subunit 8 N-terminus
PF10274,1,0,Parkin co-regulated protein
PF01130,1,1,CD36 family
PF05208,1,0,ALG3 protein
PF05615,1,1,Tho complex subunit 7
PF10650,1,1,Putative zinc-finger domain
PF07522,5,3,DNA repair metallo-beta-lactamase
PF03703,1,1,Bacterial PH domain
PF16891,1,1,Serine-threonine protein phosphatase N-terminal domain
PF05508,1,1,RanGTP-binding protein
PF04752,1,1,ChaC-like protein
PF05743,1,1,UEV domain
PF09454,1,1,Vps23 core domain
PF17098,1,1,WTAP/Mum2p family
PF02969,1,1,TATA box binding protein associated factor (TAF)
PF07571,1,1,TAF6 C-terminal HEAT repeat domain
PF00542,1,1,Ribosomal protein L7/L12 C-terminal domain
PF16320,1,1,Ribosomal protein L7/L12 dimerisation domain
PF12327,2,2,"FtsZ family, C-terminal domain"
PF12330,1,0,Haspin like kinase domain
PF06522,1,0,NADH-ubiquinone reductase complex 1 MLRQ subunit
PF12646,1,1,Domain of unknown function (DUF3783)
PF01283,1,1,Ribosomal protein S26e
PF13234,3,3,rRNA-processing arch domain
PF03937,1,1,Flavinator of succinate dehydrogenase
PF01709,1,0,Transcriptional regulator
PF00335,1,0,Tetraspanin family
PF05602,1,1,Cleft lip and palate transmembrane protein 1 (CLPTM1)
PF04571,1,1,"lipin, N-terminal conserved region"
PF08235,1,1,LNS2 (Lipin/Ned1/Smp2)
PF16876,1,1,Lipin/Ned1/Smp2 multi-domain protein middle domain
PF14214,1,0,Helitron helicase-like domain at N-terminus
PF03291,2,1,mRNA capping enzyme
PF08590,2,2,Domain of unknown function (DUF1771)
PF03776,1,1,Septum formation topological specificity factor MinE
PF05907,1,0,"CXXC motif containing zinc binding protein, eukaryotic"
PF11735,5,2,Cryptococcal mannosyltransferase 1
PF18290,2,1,Nudix hydrolase domain
PF00710,3,1,"Asparaginase, N-terminal"
PF17763,3,1,Glutaminase/Asparaginase C-terminal domain
PF04430,1,0,Protein of unknown function (DUF498/DUF598)
PF06179,1,0,Surfeit locus protein 5 subunit 22 of Mediator complex
PF01327,1,1,Polypeptide deformylase
PF14737,2,0,Domain of unknown function (DUF4470)
PF14740,2,1,Domain of unknown function (DUF4471)
PF00453,1,0,Ribosomal protein L20
PF10159,1,1,Multiple myeloma tumor-associated
PF07298,1,1,NnrU protein
PF07721,1,2,Tetratricopeptide repeat
PF09384,1,1,UTP15 C terminal
PF05794,1,1,T-complex protein 11
PF10178,1,0,Proteasome assembly chaperone 3
PF00567,1,1,Tudor domain
PF00188,2,1,Cysteine-rich secretory protein family
PF16413,1,1,DNA mismatch repair protein Mlh1 C-terminus
PF08610,2,1,Peroxisomal membrane protein (Pex16)
PF00235,2,1,Profilin
PF12046,1,1,Cofactor assembly of complex C subunit B
PF17958,1,1,EF-hand domain
PF16912,3,1,Glucose dehydrogenase C-terminus
PF01274,1,1,Malate synthase
PF13714,2,2,Phosphoenolpyruvate phosphomutase
PF00707,2,2,"Translation initiation factor IF-3, C-terminal domain"
PF05198,2,2,"Translation initiation factor IF-3, N-terminal domain"
PF01716,1,1,Manganese-stabilising protein / photosystem II polypeptide
PF16275,1,1,Splicing factor 1 helix-hairpin domain
PF06046,2,1,Exocyst complex component Sec6
PF00189,1,1,"Ribosomal protein S3, C-terminal domain"
PF07650,2,1,KH domain
PF08637,1,0,ATP synthase regulation protein NCA2
PF09429,1,1,WW domain binding protein 11
PF12622,1,0,mRNA biogenesis factor
PF09139,2,1,"Phosphatidate cytidylyltransferase, mitochondrial"
PF09358,1,0,Ubiquitin fold domain
PF10585,1,1,"Ubiquitin-activating enzyme, SCCH domain"
PF16190,1,1,Ubiquitin-activating enzyme E1 FCCH domain
PF16191,1,1,Ubiquitin-activating enzyme E1 four-helix bundle
PF13535,1,1,ATP-grasp domain
PF15632,1,1,ATP-grasp in the biosynthetic pathway with Ter operon
PF18130,1,1,ATP-grasp N-terminal domain
PF04081,1,0,"DNA polymerase delta, subunit 4"
PF04949,2,1,Transcriptional activator
PF02672,1,1,CP12 domain
PF00411,1,1,Ribosomal protein S11
PF13085,1,1,2Fe-2S iron-sulfur cluster binding domain
PF13183,2,2,4Fe-4S dicluster domain
PF13534,2,2,4Fe-4S dicluster domain
PF01381,1,1,Helix-turn-helix
PF08523,1,1,Multiprotein bridging factor 1
PF04800,1,1,NADH dehydrogenase ubiquinone Fe-S protein 4
PF02109,1,0,DAD family
PF14295,2,2,PAN domain
PF10483,2,1,Elongator subunit Iki1
PF13360,1,0,PQQ-like domain
PF09763,3,1,Exocyst complex component Sec3
PF04921,1,1,"XAP5, circadian clock regulator"
PF14822,1,1,Vasohibin
PF03643,1,1,Vacuolar protein sorting-associated protein 26
PF03714,1,0,Bacterial pullanase-associated domain
PF11852,1,1,"Alpha-1,6-glucosidases, pullulanase-type, C-terminal"
PF17967,1,0,Pullulanase N2 domain
PF02458,2,1,Transferase family
PF07718,1,1,Coatomer beta C-terminal region
PF14806,1,1,Coatomer beta subunit appendage platform
PF09791,1,1,"Oxidoreductase-like protein, N-terminal"
PF06148,2,2,"COG (conserved oligomeric Golgi) complex component, COG2"
PF10173,1,2,Mitochondrial K+-H+ exchange-related
PF03637,2,1,Mob1/phocein family
PF15927,1,1,Cancer susceptibility candidate 1 N-terminus
PF03767,1,1,"HAD superfamily, subfamily IIIB (Acid phosphatase)"
PF02823,1,1,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain"
PF02817,4,4,e3 binding domain
PF01795,1,1,MraW methylase family
PF07931,1,0,Chloramphenicol phosphotransferase-like protein
PF04689,1,0,DNA binding protein S1FA
PF19282,1,0,Exportin-T
PF03081,1,1,Exo70 exocyst complex subunit
PF20175,1,1,Tra1 HEAT repeat central region
PF20206,1,1,Tra1 HEAT repeat ring region
PF16670,1,1,"Phosphoinositide phospholipase C, Ca2+-dependent"
PF08068,1,1,DKCLD (NUC011) domain
PF01142,2,1,tRNA pseudouridine synthase D (TruD)
PF02531,1,1,PsaD
PF14811,1,1,Protein of unknown function TPD sequence-motif
PF00252,1,0,Ribosomal protein L16p/L10e
PF12239,1,0,Protein of unknown function (DUF3605)
PF08553,1,1,VID27 C-terminal WD40-like domain
PF18693,1,1,TRAM domain
PF00630,4,4,Filamin/ABP280 repeat
PF01833,1,2,IPT/TIG domain
PF02219,1,1,Methylenetetrahydrofolate reductase
PF09585,1,2,Conserved hypothetical protein (Lin0512_fam)
PF04367,1,1,Protein of unknown function (DUF502)
PF05239,1,0,PRC-barrel domain
PF03381,2,2,LEM3 (ligand-effect modulator 3) family / CDC50 family
PF05362,1,2,Lon protease (S16) C-terminal proteolytic domain
PF01150,2,2,GDA1/CD39 (nucleoside phosphatase) family
PF07798,1,1,Coiled-coil domain-containing protein 90-like
PF10188,1,1,Organic solute transport protein 1
PF08502,1,1,LeuA allosteric (dimerisation) domain
PF06209,1,0,Cofactor of BRCA1 (COBRA1)
PF03343,2,1,SART-1 family
PF19252,2,1,HIND motif
PF12832,2,1,MFS_1 like family
PF10225,1,1,NEMP family
PF03725,5,6,"3' exoribonuclease family, domain 2"
PF13664,2,1,Domain of unknown function (DUF4149)
PF11360,2,2,Protein of unknown function (DUF3110)
PF03320,1,1,"Bacterial fructose-1,6-bisphosphatase, glpX-encoded"
PF03420,1,0,Prohead core protein serine protease
PF06432,2,0,Phosphatidylinositol N-acetylglucosaminyltransferase
PF04607,5,3,Region found in RelA / SpoT proteins
PF13328,5,3,HD domain
PF12049,1,1,Protein of unknown function (DUF3531)
PF04652,1,0,Vta1 like
PF18097,1,0,Vta1 C-terminal domain
PF03650,3,2,Mitochondrial pyruvate carriers
PF01678,1,1,Diaminopimelate epimerase
PF14643,2,1,Domain of unknown function (DUF4455)
PF14644,1,1,Domain of unknown function (DUF4456)
PF05915,1,0,Transmembrane proteins 230/134
PF00745,1,1,"Glutamyl-tRNAGlu reductase, dimerisation domain"
PF01488,3,3,Shikimate / quinate 5-dehydrogenase
PF05201,1,1,"Glutamyl-tRNAGlu reductase, N-terminal domain"
PF02792,1,1,Mago nashi protein
PF16004,1,1,116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF10785,1,1,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit"
PF14735,1,1,HAUS augmin-like complex subunit 4
PF15375,1,1,Domain of unknown function (DUF4602)
PF00834,2,1,Ribulose-phosphate 3 epimerase family
PF08524,1,1,rRNA processing
PF01680,1,1,SOR/SNZ family
PF03737,1,1,Aldolase/RraA
PF01963,1,1,TraB/PrgY/gumN family
PF12251,1,1,"snRNA-activating protein complex (SNAPc), subunit 3"
PF07818,1,1,HCNGP-like protein
PF04658,1,1,TAFII55 protein conserved region
PF03694,1,0,Erg28 like protein
PF01652,2,1,Eukaryotic initiation factor 4E
PF01907,1,1,Ribosomal protein L37e
PF20133,1,1,Protein HHL1-like
PF04031,1,1,Las1-like
PF06807,2,1,Pre-mRNA cleavage complex II protein Clp1
PF16573,1,1,N-terminal beta-sandwich domain of polyadenylation factor
PF01923,1,1,Cobalamin adenosyltransferase
PF04722,1,1,Ssu72-like protein
PF14076,1,1,Domain of unknown function (DUF4258)
PF13343,1,1,Bacterial extracellular solute-binding protein
PF13416,1,1,Bacterial extracellular solute-binding protein
PF10602,2,1,26S proteasome subunit RPN7
PF02033,2,1,Ribosome-binding factor A
PF00216,1,1,Bacterial DNA-binding protein
PF05620,1,1,SRP-independent targeting protein 2/TMEM208
PF01885,1,0,"RNA 2'-phosphotransferase, Tpt1 / KptA family"
PF06658,1,1,Protein of unknown function (DUF1168)
PF08161,1,1,NUC173 domain
PF07851,1,1,TMPIT-like protein
PF01599,1,0,Ribosomal protein S27a
PF04845,1,0,PurA ssDNA and RNA-binding protein
PF00828,3,3,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
PF08190,2,1,PIH1 N-terminal domain
PF06972,1,0,GBF-interacting protein 1 N-terminal
PF11831,1,1,pre-mRNA splicing factor component
PF16294,1,1,RNSP1-SAP18 binding (RSB) motif
PF10238,1,1,E2F-associated phosphoprotein
PF08284,3,1,Retroviral aspartyl protease
PF05724,1,1,Thiopurine S-methyltransferase (TPMT)
PF09174,1,1,Maf1 regulator
PF08005,1,1,PHR domain
PF04179,1,0,Rit1 DUSP-like domain
PF17184,1,1,Rit1 N-terminal domain
PF10537,2,2,ATP-utilising chromatin assembly and remodelling N-terminal
PF11968,1,1,"25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2"
PF05648,1,2,Peroxisomal biogenesis factor 11 (PEX11)
PF03649,1,1,Uncharacterised protein family (UPF0014)
PF08288,1,1,PIGA (GPI anchor biosynthesis)
PF03951,2,2,"Glutamine synthetase, beta-Grasp domain"
PF02359,1,1,"Cell division protein 48 (CDC48), N-terminal domain"
PF01167,5,1,Tub family
PF00576,3,1,HIUase/Transthyretin family
PF09349,2,1,OHCU decarboxylase
PF11255,1,1,Protein of unknown function (DUF3054)
PF01883,2,1,Iron-sulfur cluster assembly protein
PF17846,2,1,Xrn1 helical domain
PF18129,1,1,Xrn1 SH3-like domain
PF18332,1,0,Exoribonuclease Xrn1 D1 domain
PF05981,1,1,CreA protein
PF16166,1,1,Chloroplast import apparatus Tic20-like
PF18149,1,1,N-terminal helicase PWI domain
PF05711,1,0,Macrocin-O-methyltransferase (TylF)
PF05185,1,1,PRMT5 arginine-N-methyltransferase
PF17285,1,1,PRMT5 TIM barrel domain
PF17286,1,1,PRMT5 oligomerisation domain
PF04784,2,2,"Protein of unknown function, DUF547"
PF19270,1,0,F-box only protein C-terminal region
PF12368,1,1,Rhodanase C-terminal
PF17773,1,1,UPF0176 acylphosphatase like domain
PF16070,1,1,Transmembrane protein family 132
PF01487,2,1,Type I 3-dehydroquinase
PF08501,2,1,Shikimate dehydrogenase substrate binding domain
PF18317,2,1,Shikimate 5'-dehydrogenase C-terminal domain
PF03152,2,2,Ubiquitin fusion degradation protein UFD1
PF04371,1,1,Porphyromonas-type peptidyl-arginine deiminase
PF08172,2,2,CASP C terminal
PF02586,1,1,SOS response associated peptidase (SRAP)
PF12009,1,1,Telomerase ribonucleoprotein complex - RNA binding domain
PF16835,1,1,Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)
PF04437,3,0,RINT-1 / TIP-1 family
PF01937,1,2,Damage-control phosphatase ARMT1-like domain
PF06742,1,1,Protein of unknown function (DUF1214)
PF06863,1,1,Protein of unknown function (DUF1254)
PF18147,1,1,Suv3 C-terminal domain 1
PF10175,1,0,M-phase phosphoprotein 6
PF10046,1,0,Biogenesis of lysosome-related organelles complex-1 subunit 2
PF02170,1,2,PAZ domain
PF02171,1,1,Piwi domain
PF08699,1,1,Argonaute linker 1 domain
PF16486,1,1,N-terminal domain of argonaute
PF16488,1,0,Argonaute linker 2 domain
PF01687,2,2,Riboflavin kinase
PF04712,1,0,Radial spokehead-like protein
PF07539,1,1,Down-regulated in metastasis
PF20416,1,1,Domain of unknown function (DUF6700)
PF03367,1,1,ZPR1 zinc-finger domain
PF01343,2,3,Peptidase family S49
PF09430,1,1,"ER membrane protein complex subunit 7, beta-sandwich domain"
PF05282,2,1,AAR2 protein
PF11338,1,1,Protein of unknown function (DUF3140)
PF15061,1,0,Domain of unknown function (DUF4538)
PF02661,4,0,Fic/DOC family
PF08614,1,1,Autophagy protein 16 (ATG16)
PF03742,1,0,PetN
PF08576,1,0,Eukaryotic protein of unknown function (DUF1764)
PF09724,2,1,Sister chromatid cohesion protein Dcc1
PF08704,1,1,tRNA methyltransferase complex GCD14 subunit
PF04402,2,1,Protein of unknown function (DUF541)
PF08631,1,0,Meiosis protein SPO22/ZIP4 like
PF10436,3,2,Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
PF03030,1,1,Inorganic H+ pyrophosphatase
PF06417,1,1,Protein of unknown function (DUF1077)
PF03730,4,1,Ku70/Ku80 C-terminal arm
PF00218,2,2,Indole-3-glycerol phosphate synthase
PF08848,1,1,Domain of unknown function (DUF1818)
PF09282,1,1,Mago binding
PF00585,1,1,C-terminal regulatory domain of Threonine dehydratase
PF03095,2,1,Phosphotyrosyl phosphate activator (PTPA) protein
PF14780,1,1,Domain of unknown function (DUF4477)
PF02620,1,0,Large ribosomal RNA subunit accumulation protein YceD
PF04774,1,0,Hyaluronan / mRNA binding family
PF07743,1,0,HSCB C-terminal oligomerisation domain
PF11935,2,1,Symplekin/PTA1 N-terminal
PF12295,2,1,Symplekin tight junction protein C terminal
PF01991,1,1,ATP synthase (E/31 kDa) subunit
PF04046,2,1,PSP
PF07731,1,2,Multicopper oxidase
PF04910,2,1,Transcriptional repressor TCF25
PF07500,2,2,"Transcription factor S-II (TFIIS), central domain"
PF13019,1,1,Silencing defective 2 N-terminal ubiquitin domain
PF00762,1,1,Ferrochelatase
PF18122,1,1,Anaphase-promoting complex sub unit 1 C-terminal domain
PF20518,1,0,Anaphase-promoting complex subunit 1 middle domain
PF01197,2,2,Ribosomal protein L31
PF01947,1,1,Chorismate pyruvate-lyase Rv2949c-like
PF06025,1,1,Domain of Unknown Function (DUF913)
PF14377,1,1,Ubiquitin binding region
PF02709,1,1,N-terminal domain of galactosyltransferase
PF13733,1,1,N-terminal region of glycosyl transferase group 7
PF07080,1,1,Protein of unknown function (DUF1348)
PF02405,1,1,Permease MlaE
PF06838,2,1,Methionine gamma-lyase
PF02602,2,2,Uroporphyrinogen-III synthase HemD
PF10494,1,1,Serine-threonine protein kinase 19
PF06941,1,1,"5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)"
PF04716,1,1,ETC complex I subunit conserved region
PF05890,1,1,Eukaryotic rRNA processing protein EBP2
PF02110,1,1,Hydroxyethylthiazole kinase family
PF03801,1,1,HEC/Ndc80p family
PF14744,1,1,WASH complex subunit 7
PF14745,1,0,"WASH complex subunit 4, N-terminal"
PF10350,1,1,"THADA/TRM732, DUF2428"
PF05301,1,1,"GNAT acetyltransferase, Mec-17"
PF00704,2,1,Glycosyl hydrolases family 18
PF04376,1,0,"Arginine-tRNA-protein transferase, N terminus"
PF04377,1,0,"Arginine-tRNA-protein transferase, C terminus"
PF01502,1,0,Phosphoribosyl-AMP cyclohydrolase
PF01503,1,0,Phosphoribosyl-ATP pyrophosphohydrolase
PF03079,1,1,ARD/ARD' family
PF10248,1,1,Myelodysplasia-myeloid leukemia factor 1-interacting protein
PF05236,2,1,Transcription initiation factor TFIID component TAF4 family
PF04000,1,1,Sas10/Utp3/C1D family
PF09368,1,1,Sas10 C-terminal domain
PF00319,2,1,SRF-type transcription factor (DNA-binding and dimerisation domain)
PF12347,2,1,Holliday junction regulator protein family C-terminal repeat
PF07713,1,1,Protein of unknown function (DUF1604)
PF01088,2,1,"Ubiquitin carboxyl-terminal hydrolase, family 1"
PF18031,1,1,Ubiquitin carboxyl-terminal hydrolases
PF12765,1,2,HEAT repeat associated with sister chromatid cohesion
PF12830,1,1,Sister chromatid cohesion C-terminus
PF14632,1,1,Acidic N-terminal SPT6
PF14633,1,1,SH2 domain
PF14635,1,1,Helix-hairpin-helix motif
PF04101,1,1,Glycosyltransferase family 28 C-terminal domain
PF06925,1,1,Monogalactosyldiacylglycerol (MGDG) synthase
PF11789,2,0,Zinc-finger of the MIZ type in Nse subunit
PF01074,1,1,Glycosyl hydrolases family 38 N-terminal domain
PF07748,1,1,Glycosyl hydrolases family 38 C-terminal domain
PF09261,1,1,Alpha mannosidase middle domain
PF17677,1,1,Glycosyl hydrolases family 38 C-terminal beta sandwich domain
PF17774,1,1,Putative RNA-binding domain in YlmH
PF05026,2,0,"Dcp2, box A domain"
PF12490,1,1,Breast carcinoma amplified sequence 3
PF04934,1,1,MED6 mediator sub complex component
PF17781,1,1,RPN1 N-terminal domain
PF18051,1,1,26S proteasome non-ATPase regulatory subunit RPN1 C-terminal
PF00614,2,2,Phospholipase D Active site motif
PF12357,2,3,Phospholipase D C terminal
PF10502,2,1,"Signal peptidase, peptidase S26"
PF04930,1,0,FUN14 family
PF03644,1,1,Glycosyl hydrolase family 85
PF02840,1,1,Prp18 domain
PF04109,1,1,Autophagy protein ATG9
PF05817,1,1,Oligosaccharyltransferase subunit Ribophorin II
PF10268,1,1,Predicted transmembrane protein 161AB
PF13821,3,1,Domain of unknown function (DUF4187)
PF02527,2,1,rRNA small subunit methyltransferase G
PF04718,1,0,Mitochondrial ATP synthase g subunit
PF10239,1,1,Protein of unknown function (DUF2465)
PF04821,1,1,Timeless protein
PF09631,1,0,Sen15 protein
PF01227,1,1,GTP cyclohydrolase I
PF00241,1,1,Cofilin/tropomyosin-type actin-binding protein
PF04080,1,0,Per1-like family
PF03452,1,0,Anp1
PF08643,1,1,Fungal family of unknown function (DUF1776)
PF02515,1,1,CoA-transferase family III
PF00764,1,1,Arginosuccinate synthase
PF06724,2,1,Domain of Unknown Function (DUF1206)
PF00528,1,1,Binding-protein-dependent transport system inner membrane component
PF12451,1,1,Vacuolar protein sorting protein 11 C terminal
PF13576,1,1,Pentapeptide repeats (9 copies)
PF13349,1,0,Putative adhesin
PF02911,1,1,"Formyl transferase, C-terminal domain"
PF04695,1,1,Pex14 N-terminal domain
PF01754,1,1,A20-like zinc finger
PF08771,1,1,FKBP12-rapamycin binding domain
PF11865,1,1,Domain of unknown function (DUF3385)
PF04603,1,1,Ran-interacting Mog1 protein
PF00102,1,1,Protein-tyrosine phosphatase
PF07855,1,1,Autophagy-related protein 101
PF03849,1,1,Transcription factor Tfb2
PF18307,1,1,Transcription factor Tfb2 (p52) C-terminal domain
PF10234,1,1,Clusterin-associated protein-1
PF18098,1,1,26S proteasome regulatory subunit RPN5 C-terminal domain
PF12801,1,1,4Fe-4S binding domain
PF14532,1,0,Sigma-54 interaction domain
PF08243,1,0,SPT2 chromatin protein
PF13851,1,1,Growth-arrest specific micro-tubule binding
PF12022,1,1,"COG complex component, COG2, C-terminal"
PF06827,1,1,Zinc finger found in FPG and IleRS
PF00742,2,2,Homoserine dehydrogenase
PF03447,2,2,"Homoserine dehydrogenase, NAD binding domain"
PF13840,1,1,ACT domain
PF09732,2,1,Cactus-binding C-terminus of cactin protein
PF10312,2,1,Conserved mid region of cactin
PF20179,3,0,MSS51 C-terminal domain
PF10347,1,1,RNA pol II promoter Fmp27 protein domain
PF10351,1,1,Golgi-body localisation protein domain
PF08698,1,1,Fcf2 pre-rRNA processing
PF02221,1,1,ML domain
PF17911,1,1,Ski2 N-terminal region
PF03656,1,1,Pam16
PF13279,1,1,Thioesterase-like superfamily
PF05729,2,1,NACHT domain
PF01454,1,1,MAGE homology domain
PF04615,2,1,Utp14 protein
PF10369,1,1,Small subunit of acetolactate synthase
PF13710,1,1,ACT domain
PF05204,1,0,Homing endonuclease
PF09250,1,0,"Bifunctional DNA primase/polymerase, N-terminal"
PF11160,1,1,Hypervirulence associated proteins TUDOR domain
