GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_003111	GTX0536_3:4086958-4090179	+	481	hypothetical protein											GO:0016592 mediator complex; GO:0003712 transcription coregulator activity; GO:0006357 regulation of transcription by RNA polymerase II		
GTX0536PRED_003112	GTX0536_3:4090753-4092061	+	264	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0003858 3-hydroxybutyrate dehydrogenase activity		
GTX0536PRED_003113	GTX0536_3:4092880-4096130	-	554	hypothetical protein											GO:0004806 triglyceride lipase activity; GO:0006629 lipid metabolic process		
GTX0536PRED_003114	GTX0536_3:4097742-4099464	-	242	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_003115	GTX0536_3:4103818-4106592	+	478	hypothetical protein											GO:0035299 inositol pentakisphosphate 2-kinase activity; GO:0005524 ATP binding		
GTX0536PRED_003116	GTX0536_3:4109552-4109866	-	73	hypothetical protein											GO:0016020 membrane; GO:0009523 photosystem II; GO:0015979 photosynthesis		
GTX0536PRED_003117	GTX0536_3:4111865-4118295	-	557	hypothetical protein													
GTX0536PRED_003117	GTX0536_3:4111865-4118180	-	493	hypothetical protein													
GTX0536PRED_003118	GTX0536_3:4118820-4119520	+	135	hypothetical protein													
GTX0536PRED_003119	GTX0536_3:4122120-4122775	-	162	hypothetical protein													
GTX0536PRED_003120	GTX0536_3:4125146-4126273	+	202	hypothetical protein													
GTX0536PRED_003121	GTX0536_3:4127179-4127728	-	182	hypothetical protein													
GTX0536PRED_003122	GTX0536_3:4136715-4137198	-	160	hypothetical protein													
GTX0536PRED_003123	GTX0536_3:4137845-4142603	+	462	hypothetical protein													
GTX0536PRED_003124	GTX0536_3:4144182-4145105	+	284	hypothetical protein													
GTX0536PRED_003125	GTX0536_3:4146068-4146853	+	116	hypothetical protein													
GTX0536PRED_003126	GTX0536_3:4147993-4148542	-	182	hypothetical protein													
GTX0536PRED_003127	GTX0536_3:4151335-4151671	+	111	hypothetical protein													
GTX0536PRED_003128	GTX0536_3:4152719-4153071	+	68	hypothetical protein													
GTX0536PRED_003129	GTX0536_3:4153780-4154143	-	72	hypothetical protein													
GTX0536PRED_003130	GTX0536_3:4156297-4157170	-	290	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003131	GTX0536_3:4159615-4161284	-	184	hypothetical protein													
GTX0536PRED_003132	GTX0536_3:4161787-4165585	+	602	hypothetical protein													
GTX0536PRED_003133	GTX0536_3:4166927-4169387	-	323	hypothetical protein													
GTX0536PRED_012768	GTX0536_3:4170092-4179469	+	1120	hypothetical protein											GO:0003723 RNA binding		
GTX0536PRED_012768	GTX0536_3:4178291-4179469	+	198	hypothetical protein											GO:0003723 RNA binding		
GTX0536PRED_003134	GTX0536_3:4179911-4180306	+	71	hypothetical protein													
GTX0536PRED_003135	GTX0536_3:4180503-4190580	-	885	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_003136	GTX0536_3:4190961-4192517	+	194	rRNA-processing protein fcf1											GO:0032040 small-subunit processome		
GTX0536PRED_003137	GTX0536_3:4194075-4198577	+	323	hypothetical protein											GO:0006364 rRNA processing		
GTX0536PRED_003137	GTX0536_3:4194075-4196394	+	281	hypothetical protein											GO:0006364 rRNA processing		
GTX0536PRED_003138	GTX0536_3:4199302-4200874	-	212	hypothetical protein													
GTX0536PRED_003139	GTX0536_3:4202191-4214958	-	1598	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_003139	GTX0536_3:4202478-4215869	-	1823	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_003140	GTX0536_3:4216567-4217588	+	221	hypothetical protein													
GTX0536PRED_003141	GTX0536_3:4218711-4224426	-	680	hypothetical protein													
GTX0536PRED_003142	GTX0536_3:4226712-4228019	-	403	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003142	GTX0536_3:4226712-4227852	-	379	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003143	GTX0536_3:4229026-4232428	-	322	hypothetical protein											GO:0005515 protein binding; GO:0006749 glutathione metabolic process		
GTX0536PRED_003144	GTX0536_3:4232764-4235603	+	348	hypothetical protein											GO:0097361 CIA complex; GO:0005515 protein binding; GO:0016226 iron-sulfur cluster assembly		
GTX0536PRED_003145	GTX0536_3:4236130-4239898	+	391	hypothetical protein													
GTX0536PRED_003146	GTX0536_3:4240998-4246715	-	1163	hypothetical protein													
GTX0536PRED_003147	GTX0536_3:4247876-4249146	-	246	hypothetical protein													
GTX0536PRED_003148	GTX0536_3:4249351-4254550	+	997	hypothetical protein													
GTX0536PRED_003149	GTX0536_3:4255723-4256509	-	207	hypothetical protein											GO:0009538 photosystem I reaction center; GO:0009522 photosystem I; GO:0015979 photosynthesis		
GTX0536PRED_003150	GTX0536_3:4257882-4258394	+	98	hypothetical protein													
GTX0536PRED_003151	GTX0536_3:4259852-4265553	+	812	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_003151	GTX0536_3:4259852-4264609	+	780	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_003152	GTX0536_3:4266948-4269870	-	290	hypothetical protein											GO:0016787 hydrolase activity		
GTX0536PRED_003153	GTX0536_3:4270323-4276872	+	490	hypothetical protein											GO:0004185 serine-type carboxypeptidase activity; GO:0006508 proteolysis		
GTX0536PRED_003154	GTX0536_3:4278654-4280577	+	287	hypothetical protein													
GTX0536PRED_003155	GTX0536_3:4282133-4282779	-	105	hypothetical protein													
GTX0536PRED_003155	GTX0536_3:4282337-4282779	-	89	hypothetical protein													
GTX0536PRED_003156	GTX0536_3:4286670-4288684	-	237	hypothetical protein													
GTX0536PRED_003157	GTX0536_3:4289683-4290897	-	200	Complex III subunit 3											GO:0003924 GTPase activity; GO:0005525 GTP binding		
GTX0536PRED_003158	GTX0536_3:4292039-4296765	+	665	hypothetical protein													
GTX0536PRED_003159	GTX0536_3:4297032-4299274	-	348	hypothetical protein											GO:0016746 acyltransferase activity		
GTX0536PRED_003161	GTX0536_3:4300207-4306906	-	607	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_003162	GTX0536_3:4307453-4311763	+	566	hypothetical protein											GO:0004421 hydroxymethylglutaryl-CoA synthase activity; GO:0016746 acyltransferase activity; GO:0010142 farnesyl diphosphate biosynthetic process, mevalonate pathway; GO:0006084 acetyl-CoA metabolic process; GO:0008299 isoprenoid biosynthetic process		
GTX0536PRED_003162	GTX0536_3:4307774-4311763	+	521	hypothetical protein											GO:0004421 hydroxymethylglutaryl-CoA synthase activity; GO:0016746 acyltransferase activity; GO:0010142 farnesyl diphosphate biosynthetic process, mevalonate pathway; GO:0006084 acetyl-CoA metabolic process; GO:0008299 isoprenoid biosynthetic process		
GTX0536PRED_003163	GTX0536_3:4312503-4313288	-	167	hypothetical protein													
GTX0536PRED_003164	GTX0536_3:4316004-4319062	+	516	hypothetical protein													
GTX0536PRED_003165	GTX0536_3:4319745-4320192	+	148	hypothetical protein													
GTX0536PRED_003166	GTX0536_3:4320994-4323400	+	337	hypothetical protein											GO:0016746 acyltransferase activity		
GTX0536PRED_003167	GTX0536_3:4323748-4325776	-	301	hypothetical protein											GO:0055085 transmembrane transport		
GTX0536PRED_003168	GTX0536_3:4328791-4335591	-	749	hypothetical protein											GO:0016021 membrane; GO:0016020 membrane; GO:0015116 sulfate transmembrane transporter activity; GO:0008271 secondary active sulfate transmembrane transporter activity; GO:0008272 sulfate transport; GO:0055085 transmembrane transport		
GTX0536PRED_003169	GTX0536_3:4338631-4343866	-	581	hypothetical protein											GO:0016021 membrane; GO:0015299; GO:0015385 sodium:proton antiporter activity; GO:0006814 sodium ion transport; GO:0006812 monoatomic cation transport; GO:0055085 transmembrane transport; GO:0006885 regulation of pH		
GTX0536PRED_003170	GTX0536_3:4344575-4347764	+	500	hypothetical protein													
GTX0536PRED_003171	GTX0536_3:4350307-4351674	+	381	hypothetical protein													
GTX0536PRED_003171	GTX0536_3:4350660-4351674	+	337	hypothetical protein													
GTX0536PRED_003172	GTX0536_3:4367584-4371721	-	461	hypothetical protein											GO:0016783 sulfurtransferase activity; GO:0016740 transferase activity; GO:0008033 tRNA processing		
GTX0536PRED_003173	GTX0536_3:4372347-4387421	+	2072	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003174	GTX0536_3:4388144-4389013	+	194	hypothetical protein													
GTX0536PRED_003175	GTX0536_3:4390151-4403422	+	1367	hypothetical protein											GO:0003676 nucleic acid binding; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_003176	GTX0536_3:4404348-4414427	-	753	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_003176	GTX0536_3:4404348-4413735	-	672	hypothetical protein											GO:0003824 catalytic activity		
GTX0536PRED_003177	GTX0536_3:4416884-4431241	+	1637	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0005515 protein binding; GO:0016567 protein ubiquitination		
GTX0536PRED_003178	GTX0536_3:4432474-4435178	+	439	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0045893 positive regulation of DNA-templated transcription; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_003179	GTX0536_3:4435783-4439374	-	438	hypothetical protein													
GTX0536PRED_003180	GTX0536_3:4440031-4441024	-	176	hypothetical protein													
GTX0536PRED_003181	GTX0536_3:4441057-4443483	-	359	hypothetical protein											GO:0008270 zinc ion binding		
GTX0536PRED_003182	GTX0536_3:4443617-4444712	+	250	hypothetical protein													
GTX0536PRED_003183	GTX0536_3:4446854-4447160	-	101	hypothetical protein													
GTX0536PRED_003184	GTX0536_3:4447233-4457025	-	816	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0005515 protein binding; GO:0006468 protein phosphorylation		
GTX0536PRED_003185	GTX0536_3:4457048-4462604	+	600	hypothetical protein													
GTX0536PRED_003186	GTX0536_3:4464141-4465230	-	311	hypothetical protein													
GTX0536PRED_003187	GTX0536_3:4465959-4468948	-	289	hypothetical protein											GO:0055085 transmembrane transport		
GTX0536PRED_003188	GTX0536_3:4469834-4478377	+	609	hypothetical protein											GO:0006270 DNA replication initiation		
GTX0536PRED_003189	GTX0536_3:4478960-4479619	-	193	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_003190	GTX0536_3:4480687-4484337	+	583	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_003191	GTX0536_3:4490722-4492665	+	109	hypothetical protein													
GTX0536PRED_003192	GTX0536_3:4492794-4493157	+	120	hypothetical protein													
GTX0536PRED_003193	GTX0536_3:4493709-4495113	+	390	hypothetical protein													
GTX0536PRED_003194	GTX0536_3:4497484-4498574	+	274	hypothetical protein													
GTX0536PRED_003195	GTX0536_3:4500143-4501933	-	428	hypothetical protein													
GTX0536PRED_003196	GTX0536_3:4502932-4503547	+	204	Charged multivesicular body protein 1a											GO:0007034 vacuolar transport		
GTX0536PRED_003197	GTX0536_3:4504780-4510388	-	453	hypothetical protein											GO:0016791 phosphatase activity; GO:0004722 protein serine/threonine phosphatase activity; GO:0043169 cation binding; GO:0006470 protein dephosphorylation		
GTX0536PRED_003198	GTX0536_3:4511108-4518922	+	525	hypothetical protein											GO:0004618 phosphoglycerate kinase activity; GO:0006096 glycolytic process		
GTX0536PRED_003199	GTX0536_3:4519424-4522377	-	631	hypothetical protein													
GTX0536PRED_003200	GTX0536_3:4534199-4535377	-	158	hypothetical protein													
GTX0536PRED_003201	GTX0536_3:4535514-4538607	-	558	hypothetical protein													
GTX0536PRED_003202	GTX0536_3:4549274-4550888	-	389	hypothetical protein													
GTX0536PRED_012769	GTX0536_3:4561833-4562797	-	242	hypothetical protein													
GTX0536PRED_003203	GTX0536_3:4567855-4569682	-	415	hypothetical protein													
GTX0536PRED_003204	GTX0536_3:4570088-4570524	+	119	hypothetical protein													
GTX0536PRED_012770	GTX0536_3:4576264-4576872	-	158	hypothetical protein													
GTX0536PRED_003205	GTX0536_3:4580996-4582159	-	156	hypothetical protein													
GTX0536PRED_003206	GTX0536_3:4588942-4590022	-	127	hypothetical protein													
GTX0536PRED_003207	GTX0536_3:4590880-4593452	-	322	hypothetical protein													
GTX0536PRED_003208	GTX0536_3:4593469-4594881	-	377	hypothetical protein													
GTX0536PRED_012771	GTX0536_3:4597723-4599216	-	410	hypothetical protein													
GTX0536PRED_003209	GTX0536_3:4599631-4600469	-	202	hypothetical protein													
GTX0536PRED_003210	GTX0536_3:4601645-4602082	-	117	hypothetical protein													
GTX0536PRED_003211	GTX0536_3:4602705-4608562	-	1014	hypothetical protein													
GTX0536PRED_003212	GTX0536_3:4609196-4609902	+	122	hypothetical protein													
GTX0536PRED_003213	GTX0536_3:4611786-4612491	-	81	hypothetical protein											GO:0016787 hydrolase activity		
GTX0536PRED_003214	GTX0536_3:4614243-4624707	-	987	hypothetical protein											GO:0016020 membrane; GO:0005247 voltage-gated chloride channel activity; GO:0006821 chloride transport; GO:0055085 transmembrane transport		
GTX0536PRED_003215	GTX0536_3:4624983-4626805	+	251	hypothetical protein													
GTX0536PRED_003216	GTX0536_3:4627970-4631926	-	580	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_003217	GTX0536_3:4632092-4636920	+	584	hypothetical protein													
GTX0536PRED_003218	GTX0536_3:4637951-4645799	-	852	hypothetical protein													
GTX0536PRED_003219	GTX0536_3:4646515-4650095	-	360	hypothetical protein											GO:0016021 membrane; GO:0004252 serine-type endopeptidase activity		
GTX0536PRED_003220	GTX0536_3:4650925-4654839	+	327	hypothetical protein											GO:0016020 membrane; GO:0004222 metalloendopeptidase activity; GO:0071586 CAAX-box protein processing		
GTX0536PRED_003220	GTX0536_3:4651673-4654839	+	213	hypothetical protein											GO:0016020 membrane; GO:0004222 metalloendopeptidase activity; GO:0071586 CAAX-box protein processing		
GTX0536PRED_003221	GTX0536_3:4655807-4657280	-	286	hypothetical protein													
GTX0536PRED_003222	GTX0536_3:4658532-4662251	-	507	hypothetical protein											GO:0003847 1-alkyl-2-acetylglycerophosphocholine esterase activity; GO:0016042 lipid catabolic process		
GTX0536PRED_003223	GTX0536_3:4663368-4668856	+	453	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_003224	GTX0536_3:4669767-4678439	+	1254	hypothetical protein													
GTX0536PRED_003225	GTX0536_3:4680676-4681870	-	209	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0003677 DNA binding; GO:0006355 regulation of DNA-templated transcription		
GTX0536PRED_003226	GTX0536_3:4686435-4688873	-	581	hypothetical protein													
GTX0536PRED_003227	GTX0536_3:4690544-4691568	+	100	hypothetical protein													
GTX0536PRED_003228	GTX0536_3:4696385-4697582	+	222	hypothetical protein													
GTX0536PRED_003229	GTX0536_3:4698535-4702941	-	592	hypothetical protein											GO:0004190 aspartic-type endopeptidase activity; GO:0006508 proteolysis		
GTX0536PRED_003230	GTX0536_3:4703794-4707351	-	356	hypothetical protein													
GTX0536PRED_003231	GTX0536_3:4708150-4711702	-	390	hypothetical protein											GO:0004124 cysteine synthase activity; GO:0006535 cysteine biosynthetic process from serine		
GTX0536PRED_003232	GTX0536_3:4711916-4716245	+	629	hypothetical protein											GO:0005525 GTP binding		
GTX0536PRED_003232	GTX0536_3:4712661-4716245	+	467	hypothetical protein											GO:0005525 GTP binding		
