GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
SL003_002309	scaffold_4:30475-37959	+	534	hypothetical protein											GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
SL003_002310	scaffold_4:38790-39870	+	225	hypothetical protein													
SL003_002311	scaffold_4:40900-48715	+	863	hypothetical protein													
SL003_002312	scaffold_4:49447-51346	-	194	hypothetical protein											GO:0016020 membrane; GO:0015267 channel activity; GO:0055085 transmembrane transport		
SL003_002313	scaffold_4:56143-63401	+	735	1-deoxy-D-xylulose-5-phosphate synthase, chloroplastic											GO:0008661 1-deoxy-D-xylulose-5-phosphate synthase activity; GO:0003824 catalytic activity; GO:0016114 terpenoid biosynthetic process		
SL003_002314	scaffold_4:64643-65504	-	152	hypothetical protein													
SL003_002315	scaffold_4:65779-74806	+	817	hypothetical protein											GO:0005680 anaphase-promoting complex		
SL003_002316	scaffold_4:75579-77113	-	250	hypothetical protein													
SL003_002317	scaffold_4:77468-85127	-	597	hypothetical protein													
SL003_002318	scaffold_4:86050-95068	-	635	hypothetical protein											GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0031418 L-ascorbic acid binding; GO:0005506 iron ion binding		
SL003_002319	scaffold_4:96116-104247	+	816	hypothetical protein											GO:0005515 protein binding		
SL003_002320	scaffold_4:105160-110944	-	386	hypothetical protein													
SL003_002321	scaffold_4:114820-115607	-	158	hypothetical protein													
SL003_002322	scaffold_4:116732-129593	+	1451	hypothetical protein											GO:0048487 beta-tubulin binding; GO:0005096 GTPase activator activity; GO:0007023 post-chaperonin tubulin folding pathway; GO:0007021 tubulin complex assembly		
SL003_002323	scaffold_4:131331-132390	-	352	hypothetical protein											GO:0005515 protein binding		
SL003_002324	scaffold_4:138348-143889	-	504	hypothetical protein											GO:0004109 coproporphyrinogen oxidase activity; GO:0006779 porphyrin-containing compound biosynthetic process		
SL003_002325	scaffold_4:146474-147411	-	102	hypothetical protein													
SL003_002326	scaffold_4:150089-163522	-	1081	hypothetical protein											GO:0005515 protein binding		
SL003_002327	scaffold_4:163956-166775	+	411	hypothetical protein											GO:0005515 protein binding		
SL003_002328	scaffold_4:167610-181099	+	949	hypothetical protein													
SL003_002329	scaffold_4:184279-189547	-	618	hypothetical protein											GO:0016020 membrane; GO:0015079 potassium ion transmembrane transporter activity; GO:0071805 potassium ion transmembrane transport		
SL003_002330	scaffold_4:191073-191739	+	144	hypothetical protein													
SL003_002331	scaffold_4:193021-195285	-	207	hypothetical protein											GO:0016021 membrane		
SL003_002332	scaffold_4:196002-198977	+	270	hypothetical protein													
SL003_002333	scaffold_4:200052-203607	-	392	hypothetical protein											GO:0050660 flavin adenine dinucleotide binding; GO:0017150 tRNA dihydrouridine synthase activity; GO:0003824 catalytic activity; GO:0008033 tRNA processing		
SL003_002334	scaffold_4:206118-227228	+	1284	hypothetical protein											GO:0008081 phosphoric diester hydrolase activity; GO:0004114 3',5'-cyclic-nucleotide phosphodiesterase activity; GO:0007165 signal transduction		
SL003_002335	scaffold_4:234176-238414	+	381	hypothetical protein													
SL003_002336	scaffold_4:240227-255287	+	1482	hypothetical protein											GO:0005515 protein binding; GO:0004386 helicase activity		
SL003_002337	scaffold_4:257164-260796	-	372	hypothetical protein													
SL003_002338	scaffold_4:262604-271383	-	792	hypothetical protein											GO:0008168 methyltransferase activity; GO:0008757 S-adenosylmethionine-dependent methyltransferase activity; GO:0003723 RNA binding; GO:0001510 RNA methylation; GO:0006396 RNA processing		
SL003_002339	scaffold_4:275260-276553	+	348	hypothetical protein													
SL003_002341	scaffold_4:278102-279788	-	219	hypothetical protein													
SL003_002342	scaffold_4:280479-282033	-	415	hypothetical protein											GO:0016020 membrane; GO:0016021 membrane		
SL003_002343	scaffold_4:282854-290738	+	740	hypothetical protein													
SL003_002344	scaffold_4:291120-291934	+	99	hypothetical protein													
SL003_002345	scaffold_4:293641-301565	-	578	hypothetical protein											GO:0020037 heme binding; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0004497 monooxygenase activity; GO:0005506 iron ion binding		
SL003_002346	scaffold_4:303804-311149	+	1218	hypothetical protein													
SL003_002347	scaffold_4:313237-319497	-	523	hypothetical protein											GO:0005515 protein binding; GO:0006364 rRNA processing		
SL003_002348	scaffold_4:319916-322323	+	345	hypothetical protein													
SL003_002349	scaffold_4:325736-332532	+	467	hypothetical protein													
SL003_002350	scaffold_4:335105-345089	-	938	hypothetical protein											GO:0005515 protein binding; GO:0000045 autophagosome assembly; GO:0000422 autophagy of mitochondrion		
SL003_002351	scaffold_4:345716-351630	+	486	hypothetical protein											GO:0000502 proteasome complex; GO:0030234 enzyme regulator activity; GO:0042176 regulation of protein catabolic process		
SL003_002353	scaffold_4:354300-359833	-	666	hypothetical protein											GO:0003677 DNA binding		
SL003_002354	scaffold_4:360038-370341	+	1091	hypothetical protein											GO:0005737 cytoplasm; GO:0000166 nucleotide binding; GO:0004812 aminoacyl-tRNA ligase activity; GO:0004818 glutamate-tRNA ligase activity; GO:0005524 ATP binding; GO:0006424 glutamyl-tRNA aminoacylation; GO:0006412 translation; GO:0006418 tRNA aminoacylation for protein translation; GO:0043039 tRNA aminoacylation		
SL003_002355	scaffold_4:371538-377206	-	435	hypothetical protein											GO:0006811 monoatomic ion transport		
SL003_002356	scaffold_4:377572-378352	+	259	hypothetical protein											GO:0005515 protein binding		
SL003_002357	scaffold_4:380649-383192	-	285	hypothetical protein											GO:0006811 monoatomic ion transport		
SL003_002358	scaffold_4:386035-388582	-	214	hypothetical protein													
SL003_002359	scaffold_4:392580-396610	-	241	hypothetical protein													
SL003_002360	scaffold_4:405496-410456	+	327	hypothetical protein													
SL003_002361	scaffold_4:412553-417259	+	258	hypothetical protein													
SL003_002362	scaffold_4:419850-420848	-	184	hypothetical protein											GO:0016020 membrane; GO:0030176; GO:0005262 calcium channel activity; GO:0032469 endoplasmic reticulum calcium ion homeostasis		
SL003_002363	scaffold_4:421170-431194	+	609	hypothetical protein											GO:0003755 peptidyl-prolyl cis-trans isomerase activity; GO:0000413 protein peptidyl-prolyl isomerization		
SL003_002364	scaffold_4:432452-435604	-	385	hypothetical protein											GO:0003723 RNA binding; GO:0003676 nucleic acid binding		
SL003_002365	scaffold_4:435901-438728	+	214	hypothetical protein													
SL003_002366	scaffold_4:442357-450958	+	749	hypothetical protein											GO:0016021 membrane; GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_002367	scaffold_4:454633-455531	+	80	hypothetical protein													
SL003_002368	scaffold_4:457652-459067	+	231	hypothetical protein											GO:0020037 heme binding; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0004497 monooxygenase activity; GO:0005506 iron ion binding		
SL003_002369	scaffold_4:460456-464473	+	299	hypothetical protein											GO:0020037 heme binding; GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0004497 monooxygenase activity; GO:0005506 iron ion binding		
SL003_002370	scaffold_4:465943-469617	-	345	hypothetical protein											GO:0005254 chloride channel activity		
SL003_002371	scaffold_4:473248-480980	+	425	hypothetical protein											GO:0008017 microtubule binding; GO:0007010 cytoskeleton organization		
SL003_002372	scaffold_4:484553-488662	-	337	hypothetical protein											GO:0005515 protein binding		
SL003_002373	scaffold_4:489668-498830	+	677	hypothetical protein											GO:0005524 ATP binding; GO:0006310 DNA recombination; GO:0006281 DNA repair		
SL003_002374	scaffold_4:500435-509132	+	855	hypothetical protein											GO:0006629 lipid metabolic process		
SL003_002375	scaffold_4:518266-519147	+	125	hypothetical protein													
SL003_002376	scaffold_4:520192-533919	-	1159	hypothetical protein											GO:0005634 nucleus; GO:0031491 nucleosome binding; GO:0003677 DNA binding; GO:0070615 ATP-dependent chromatin remodeler activity; GO:0005524 ATP binding; GO:0043044 chromatin remodeling		
SL003_002377	scaffold_4:534480-545479	-	752	hypothetical protein											GO:0005737 cytoplasm; GO:0004349 glutamate 5-kinase activity; GO:0003723 RNA binding; GO:0006561 proline biosynthetic process		
SL003_002378	scaffold_4:546162-546795	+	122	hypothetical protein													
SL003_002379	scaffold_4:562388-563258	+	242	hypothetical protein													
SL003_002380	scaffold_4:567748-570598	-	356	hypothetical protein											GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975 carbohydrate metabolic process		
SL003_002381	scaffold_4:571394-573733	-	281	hypothetical protein													
SL003_002382	scaffold_4:575630-576809	-	231	hypothetical protein											GO:0016021 membrane; GO:0016192 vesicle-mediated transport		
SL003_002383	scaffold_4:577530-580636	-	315	hypothetical protein													
SL003_002384	scaffold_4:581825-586195	+	571	hypothetical protein											GO:0051537 2 iron, 2 sulfur cluster binding; GO:0010277 chlorophyllide a oxygenase [overall] activity		
SL003_002385	scaffold_4:587332-591523	+	403	hypothetical protein											GO:0005576 extracellular region; GO:0030248 cellulose binding; GO:0005975 carbohydrate metabolic process		
SL003_002386	scaffold_4:593217-609189	-	1615	hypothetical protein											GO:0005515 protein binding; GO:0006629 lipid metabolic process		
SL003_002387	scaffold_4:610114-619664	+	1413	hypothetical protein											GO:0003677 DNA binding; GO:0005515 protein binding		
SL003_002388	scaffold_4:621014-628780	+	720	hypothetical protein											GO:0008081 phosphoric diester hydrolase activity; GO:0004114 3',5'-cyclic-nucleotide phosphodiesterase activity; GO:0007165 signal transduction		
SL003_002389	scaffold_4:634224-635276	-	221	hypothetical protein													
SL003_002390	scaffold_4:636575-645470	-	687	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_002391	scaffold_4:646547-648240	-	295	hypothetical protein													
SL003_002392	scaffold_4:650591-657042	-	572	hypothetical protein											GO:0005515 protein binding		
SL003_002393	scaffold_4:657456-668072	-	930	hypothetical protein											GO:0005515 protein binding		
SL003_002394	scaffold_4:668410-671076	+	507	hypothetical protein													
SL003_002395	scaffold_4:673913-675789	-	185	hypothetical protein													
SL003_002396	scaffold_4:676622-679537	+	281	hypothetical protein											GO:0005515 protein binding		
SL003_002397	scaffold_4:683370-684226	+	111	hypothetical protein													
SL003_002398	scaffold_4:684869-689747	-	452	hypothetical protein											GO:0009331 glycerol-3-phosphate dehydrogenase complex; GO:0051287 NAD binding; GO:0004367 glycerol-3-phosphate dehydrogenase [NAD(P)+] activity; GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; GO:0016491 oxidoreductase activity; GO:0006072 glycerol-3-phosphate metabolic process; GO:0005975 carbohydrate metabolic process; GO:0046168 glycerol-3-phosphate catabolic process		
SL003_002399	scaffold_4:691324-694940	+	321	hypothetical protein													
SL003_002400	scaffold_4:695585-699173	-	400	hypothetical protein													
SL003_002401	scaffold_4:699247-703592	-	344	hypothetical protein													
SL003_002402	scaffold_4:708396-711039	-	450	hypothetical protein													
SL003_002403	scaffold_4:711450-728860	-	1339	hypothetical protein											GO:0015031 protein transport		
SL003_002404	scaffold_4:729301-733122	+	326	hypothetical protein											GO:0045261 proton-transporting ATP synthase complex, catalytic core F(1); GO:0046933 proton-transporting ATP synthase activity, rotational mechanism; GO:0015986 proton motive force-driven ATP synthesis		
SL003_002405	scaffold_4:733701-737291	-	419	hypothetical protein													
SL003_002406	scaffold_4:740186-743826	-	382	hypothetical protein													
SL003_002407	scaffold_4:744817-747974	-	370	hypothetical protein											GO:0005737 cytoplasm; GO:0003856 3-dehydroquinate synthase activity; GO:0016838 carbon-oxygen lyase activity, acting on phosphates; GO:0009073 aromatic amino acid family biosynthetic process		
SL003_002408	scaffold_4:749456-756310	+	550	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0016628 oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; GO:0003723 RNA binding		
SL003_002409	scaffold_4:757358-759051	+	187	hypothetical protein											GO:0003755 peptidyl-prolyl cis-trans isomerase activity		
SL003_002410	scaffold_4:760227-766657	+	1095	hypothetical protein											GO:0004674 protein serine/threonine kinase activity; GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_002411	scaffold_4:767714-769162	+	429	hypothetical protein											GO:0016021 membrane; GO:0008495 protoheme IX farnesyltransferase activity; GO:0016765 transferase activity, transferring alkyl or aryl (other than methyl) groups; GO:0048034 heme O biosynthetic process		
SL003_002412	scaffold_4:770704-771265	-	126	hypothetical protein											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
SL003_002413	scaffold_4:771580-772019	+	103	hypothetical protein											GO:0000786 nucleosome; GO:0003677 DNA binding; GO:0046982 protein heterodimerization activity		
